Search Ceiling, 6

n_drones: , 1, n_quadrupeds: , 1, n_gantries: , 1, 
, Id, Score, 
, gantry_0, 32, 
, drone_4, 10, 
, drone_0, 11, 
, gantry_4, 31, 
, drone_1, 12, 
, drone_2, 10, 
, gantry_2, 27, 
, gantry_1, 20, 
, gantry_3, 11, 
, gantry_5, 24, 
, quadruped_1, 17, 
, Total Turns , 20, 

n_drones: , 5, n_quadrupeds: , 4, n_gantries: , 1, 
, Id, Score, 
, drone_0, 19, 
, drone_4, 20, 
, drone_3, 19, 
, drone_2, 17, 
, quadruped_3, 30, 
, quadruped_2, 32, 
, gantry_0, 42, 
, quadruped_1, 30, 
, quadruped_0, 27, 
, drone_1, 16, 
, Total Turns , 38, 

n_drones: , 5, n_quadrupeds: , 4, n_gantries: , 2, 
, Id, Score, 
, quadruped_1, 25, 
, gantry_0, 43, 
, drone_0, 16, 
, quadruped_0, 23, 
, quadruped_2, 22, 
, gantry_1, 39, 
, drone_1, 16, 
, drone_3, 16, 
, quadruped_3, 20, 
, drone_2, 16, 
, drone_4, 16, 
, Total Turns , 21, 

n_drones: , 5, n_quadrupeds: , 4, n_gantries: , 3, 
, Id, Score, 
, drone_0, 14, 
, drone_2, 15, 
, drone_4, 16, 
, gantry_0, 38, 
, quadruped_3, 21, 
, quadruped_2, 23, 
, quadruped_0, 24, 
, drone_3, 14, 
, gantry_2, 37, 
, gantry_1, 15, 
, drone_1, 15, 
, quadruped_1, 20, 
, Total Turns , 20, 

n_drones: , 5, n_quadrupeds: , 4, n_gantries: , 4, 
, Id, Score, 
, quadruped_0, 20, 
, drone_0, 16, 
, drone_4, 12, 
, gantry_3, 27, 
, gantry_1, 31, 
, gantry_2, 26, 
, drone_1, 11, 
, drone_2, 12, 
, drone_3, 13, 
, quadruped_2, 24, 
, quadruped_1, 18, 
, quadruped_3, 18, 
, gantry_0, 24, 
, Total Turns , 20, 

n_drones: , 5, n_quadrupeds: , 4, n_gantries: , 5, 
, Id, Score, 
, drone_0, 9, 
, gantry_3, 29, 
, drone_1, 8, 
, drone_2, 10, 
, quadruped_2, 18, 
, gantry_4, 22, 
, quadruped_1, 17, 
, gantry_2, 29, 
, quadruped_0, 18, 
, drone_4, 10, 
, gantry_0, 33, 
, drone_3, 9, 
, gantry_1, 23, 
, quadruped_3, 17, 
, Total Turns , 20, 

n_drones: , 5, n_quadrupeds: , 4, n_gantries: , 6, 
, Id, Score, 
, drone_2, 9, 
, quadruped_2, 18, 
, quadruped_1, 18, 
, gantry_5, 35, 
, gantry_2, 16, 
, quadruped_3, 18, 
, quadruped_0, 15, 
, gantry_4, 30, 
, drone_1, 10, 
, drone_4, 8, 
, gantry_1, 24, 
, drone_3, 6, 
, gantry_3, 21, 
, gantry_0, 16, 
, drone_0, 8, 
, Total Turns , 20, 

n_drones: , 5, n_quadrupeds: , 5, n_gantries: , 1, 
, Id, Score, 
, drone_1, 17, 
, drone_3, 18, 
, drone_4, 17, 
, drone_0, 17, 
, gantry_0, 43, 
, quadruped_3, 25, 
, quadruped_0, 23, 
, quadruped_2, 26, 
, quadruped_1, 26, 
, quadruped_4, 24, 
, drone_2, 16, 
, Total Turns , 20, 

n_drones: , 5, n_quadrupeds: , 5, n_gantries: , 2, 
, Id, Score, 
, drone_2, 16, 
, quadruped_1, 23, 
, quadruped_0, 23, 
, drone_3, 16, 
, drone_0, 18, 
, quadruped_4, 20, 
, quadruped_3, 22, 
, quadruped_2, 21, 
, gantry_0, 34, 
, gantry_1, 27, 
, drone_4, 16, 
, drone_1, 16, 
, Total Turns , 20, 

n_drones: , 5, n_quadrupeds: , 5, n_gantries: , 3, 
, Id, Score, 
, gantry_1, 45, 
, quadruped_0, 18, 
, gantry_2, 20, 
, quadruped_1, 19, 
, drone_4, 12, 
, drone_1, 13, 
, drone_0, 13, 
, quadruped_2, 18, 
, drone_3, 12, 
, drone_2, 14, 
, gantry_0, 32, 
, quadruped_4, 18, 
, quadruped_3, 18, 
, Total Turns , 19, 

n_drones: , 5, n_quadrupeds: , 5, n_gantries: , 4, 
, Id, Score, 
, drone_1, 13, 
, quadruped_3, 18, 
, quadruped_2, 18, 
, gantry_0, 30, 
, quadruped_4, 18, 
, drone_3, 11, 
, quadruped_1, 19, 
, drone_4, 10, 
, quadruped_0, 18, 
, gantry_1, 24, 
, drone_2, 9, 
, drone_0, 8, 
, gantry_2, 27, 
, gantry_3, 29, 
, Total Turns , 19, 

n_drones: , 5, n_quadrupeds: , 5, n_gantries: , 5, 
, Id, Score, 
, quadruped_4, 18, 
, drone_1, 11, 
, gantry_3, 27, 
, drone_2, 14, 
, quadruped_1, 18, 
, quadruped_3, 18, 
, drone_4, 12, 
, gantry_0, 32, 
, drone_0, 10, 
, quadruped_2, 19, 
, gantry_2, 20, 
, gantry_1, 15, 
, gantry_4, 11, 
, drone_3, 10, 
, quadruped_0, 17, 
, Total Turns , 18, 

n_drones: , 5, n_quadrupeds: , 5, n_gantries: , 6, 
, Id, Score, 
, drone_4, 9, 
, gantry_4, 25, 
, quadruped_0, 18, 
, gantry_0, 19, 
, quadruped_4, 18, 
, quadruped_3, 18, 
, quadruped_2, 17, 
, gantry_1, 25, 
, drone_2, 8, 
, quadruped_1, 17, 
, drone_1, 5, 
, gantry_5, 27, 
, gantry_2, 21, 
, gantry_3, 11, 
, drone_3, 7, 
, drone_0, 7, 
, Total Turns , 10, 

n_drones: , 5, n_quadrupeds: , 6, n_gantries: , 1, 
, Id, Score, 
, quadruped_1, 22, 
, drone_0, 18, 
, quadruped_2, 23, 
, gantry_0, 36, 
, quadruped_0, 22, 
, quadruped_5, 22, 
, drone_2, 16, 
, quadruped_3, 20, 
, drone_4, 16, 
, drone_1, 16, 
, quadruped_4, 25, 
, drone_3, 16, 
, Total Turns , 20, 

n_drones: , 5, n_quadrupeds: , 6, n_gantries: , 2, 
, Id, Score, 
, quadruped_4, 23, 
, quadruped_5, 20, 
, quadruped_3, 20, 
, quadruped_0, 20, 
, drone_2, 16, 
, drone_1, 16, 
, drone_3, 16, 
, drone_0, 16, 
, quadruped_1, 22, 
, gantry_1, 25, 
, gantry_0, 25, 
, quadruped_2, 19, 
, drone_4, 14, 
, Total Turns , 20, 

n_drones: , 5, n_quadrupeds: , 6, n_gantries: , 3, 
, Id, Score, 
, drone_2, 16, 
, drone_1, 11, 
, drone_4, 13, 
, drone_3, 15, 
, gantry_0, 27, 
, quadruped_2, 20, 
, drone_0, 15, 
, quadruped_5, 19, 
, gantry_2, 16, 
, gantry_1, 28, 
, quadruped_3, 18, 
, quadruped_4, 18, 
, quadruped_1, 18, 
, quadruped_0, 18, 
, Total Turns , 18, 

n_drones: , 5, n_quadrupeds: , 6, n_gantries: , 4, 
, Id, Score, 
, gantry_0, 27, 
, drone_0, 10, 
, quadruped_2, 19, 
, drone_3, 11, 
, gantry_3, 26, 
, gantry_2, 29, 
, drone_2, 10, 
, drone_4, 9, 
, quadruped_3, 18, 
, gantry_1, 15, 
, quadruped_4, 17, 
, drone_1, 8, 
, quadruped_1, 17, 
, quadruped_5, 18, 
, quadruped_0, 18, 
, Total Turns , 18, 

n_drones: , 5, n_quadrupeds: , 6, n_gantries: , 5, 
, Id, Score, 
, quadruped_1, 18, 
, quadruped_2, 18, 
, gantry_4, 25, 
, gantry_2, 20, 
, drone_1, 9, 
, gantry_3, 29, 
, quadruped_4, 18, 
, gantry_0, 12, 
, quadruped_0, 19, 
, quadruped_5, 18, 
, drone_0, 9, 
, drone_2, 6, 
, drone_3, 7, 
, drone_4, 6, 
, gantry_1, 22, 
, quadruped_3, 16, 
, Total Turns , 18, 

n_drones: , 5, n_quadrupeds: , 6, n_gantries: , 6, 
, Id, Score, 
, drone_4, 5, 
, drone_1, 10, 
, gantry_2, 23, 
, gantry_3, 14, 
, gantry_1, 29, 
, quadruped_1, 18, 
, quadruped_2, 18, 
, quadruped_5, 17, 
, drone_2, 4, 
, drone_0, 7, 
, gantry_5, 21, 
, quadruped_3, 17, 
, quadruped_4, 16, 
, drone_3, 4, 
, gantry_0, 21, 
, gantry_4, 11, 
, quadruped_0, 17, 
, Total Turns , 10, 

n_drones: , 6, n_quadrupeds: , 1, n_gantries: , 1, 
, Id, Score, 
, drone_2, 27, 
, drone_0, 25, 
, drone_5, 27, 
, drone_3, 25, 
, gantry_0, 61, 
, quadruped_0, 37, 
, drone_1, 25, 
, drone_4, 25, 
, Total Turns , 36, 

n_drones: , 6, n_quadrupeds: , 1, n_gantries: , 2, 
, Id, Score, 
, drone_1, 21, 
, drone_2, 21, 
, gantry_0, 54, 
, drone_0, 20, 
, drone_5, 21, 
, gantry_1, 47, 
, quadruped_0, 34, 
, drone_4, 17, 
, drone_3, 17, 
, Total Turns , 30, 

n_drones: , 6, n_quadrupeds: , 1, n_gantries: , 3, 
, Id, Score, 
, drone_0, 18, 
, gantry_2, 49, 
, quadruped_0, 27, 
, drone_5, 18, 
, drone_3, 17, 
, drone_1, 16, 
, gantry_0, 32, 
, gantry_1, 41, 
, drone_4, 17, 
, drone_2, 17, 
, Total Turns , 30, 

n_drones: , 6, n_quadrupeds: , 1, n_gantries: , 4, 
, Id, Score, 
, gantry_3, 47, 
, drone_2, 16, 
, gantry_2, 41, 
, gantry_1, 27, 
, gantry_0, 20, 
, drone_3, 16, 
, drone_4, 16, 
, drone_1, 14, 
, drone_0, 15, 
, quadruped_0, 24, 
, drone_5, 16, 
, Total Turns , 21, 

n_drones: , 6, n_quadrupeds: , 1, n_gantries: , 5, 
, Id, Score, 
, drone_3, 16, 
, gantry_2, 40, 
, gantry_1, 27, 
, drone_4, 12, 
, gantry_0, 24, 
, drone_1, 10, 
, drone_5, 16, 
, gantry_4, 33, 
, drone_2, 16, 
, drone_0, 10, 
, gantry_3, 30, 
, quadruped_0, 18, 
, Total Turns , 20, 

n_drones: , 6, n_quadrupeds: , 1, n_gantries: , 6, 
, Id, Score, 
, drone_3, 13, 
, drone_5, 12, 
, gantry_2, 30, 
, drone_1, 12, 
, drone_4, 13, 
, gantry_4, 26, 
, quadruped_0, 18, 
, drone_0, 12, 
, gantry_1, 30, 
, gantry_5, 33, 
, drone_2, 12, 
, gantry_3, 25, 
, gantry_0, 16, 
, Total Turns , 20, 

n_drones: , 6, n_quadrupeds: , 2, n_gantries: , 1, 
, Id, Score, 
, drone_5, 28, 
, gantry_0, 43, 
, drone_4, 21, 
, quadruped_1, 37, 
, drone_1, 23, 
, drone_0, 22, 
, quadruped_0, 36, 
, drone_3, 20, 
, drone_2, 22, 
, Total Turns , 37, 

n_drones: , 6, n_quadrupeds: , 2, n_gantries: , 2, 
, Id, Score, 
, drone_1, 20, 
, drone_5, 19, 
, drone_2, 18, 
, quadruped_1, 34, 
, drone_4, 19, 
, quadruped_0, 29, 
, gantry_0, 38, 
, drone_0, 22, 
, drone_3, 18, 
, gantry_1, 35, 
, Total Turns , 30, 

n_drones: , 6, n_quadrupeds: , 2, n_gantries: , 3, 
, Id, Score, 
, quadruped_0, 24, 
, gantry_0, 49, 
, drone_0, 16, 
, drone_2, 16, 
, drone_4, 15, 
, drone_5, 16, 
, gantry_1, 38, 
, gantry_2, 27, 
, drone_1, 14, 
, drone_3, 15, 
, quadruped_1, 22, 
, Total Turns , 20, 

n_drones: , 6, n_quadrupeds: , 2, n_gantries: , 4, 
, Id, Score, 
, gantry_1, 36, 
, drone_1, 14, 
, drone_2, 14, 
, gantry_3, 30, 
, drone_0, 15, 
, drone_4, 15, 
, gantry_0, 34, 
, quadruped_1, 18, 
, drone_5, 16, 
, gantry_2, 27, 
, quadruped_0, 19, 
, drone_3, 14, 
, Total Turns , 20, 

n_drones: , 6, n_quadrupeds: , 2, n_gantries: , 5, 
, Id, Score, 
, quadruped_1, 18, 
, drone_5, 15, 
, drone_1, 15, 
, gantry_0, 30, 
, drone_0, 12, 
, gantry_3, 21, 
, gantry_2, 35, 
, quadruped_0, 18, 
, gantry_4, 27, 
, gantry_1, 23, 
, drone_2, 13, 
, drone_3, 14, 
, drone_4, 11, 
, Total Turns , 20, 

n_drones: , 6, n_quadrupeds: , 2, n_gantries: , 6, 
, Id, Score, 
, drone_4, 11, 
, gantry_5, 31, 
, gantry_0, 18, 
, quadruped_1, 20, 
, drone_5, 11, 
, quadruped_0, 18, 
, drone_3, 10, 
, gantry_2, 25, 
, gantry_1, 30, 
, drone_1, 9, 
, drone_2, 9, 
, gantry_4, 27, 
, drone_0, 10, 
, gantry_3, 23, 
, Total Turns , 18, 

n_drones: , 6, n_quadrupeds: , 3, n_gantries: , 1, 
, Id, Score, 
, drone_4, 20, 
, quadruped_1, 31, 
, drone_3, 20, 
, drone_1, 18, 
, drone_5, 19, 
, quadruped_2, 31, 
, gantry_0, 47, 
, drone_0, 19, 
, quadruped_0, 29, 
, drone_2, 18, 
, Total Turns , 30, 

n_drones: , 6, n_quadrupeds: , 3, n_gantries: , 2, 
, Id, Score, 
, drone_1, 19, 
, gantry_1, 39, 
, drone_5, 16, 
, quadruped_0, 23, 
, quadruped_2, 25, 
, quadruped_1, 26, 
, gantry_0, 37, 
, drone_4, 17, 
, drone_0, 17, 
, drone_2, 17, 
, drone_3, 16, 
, Total Turns , 21, 

n_drones: , 6, n_quadrupeds: , 3, n_gantries: , 3, 
, Id, Score, 
, drone_4, 15, 
, drone_3, 18, 
, quadruped_2, 21, 
, drone_1, 16, 
, drone_5, 16, 
, quadruped_0, 21, 
, gantry_1, 30, 
, drone_0, 15, 
, gantry_2, 25, 
, gantry_0, 36, 
, quadruped_1, 23, 
, drone_2, 16, 
, Total Turns , 20, 

n_drones: , 6, n_quadrupeds: , 3, n_gantries: , 4, 
, Id, Score, 
, drone_4, 16, 
, gantry_3, 26, 
, quadruped_1, 18, 
, quadruped_2, 19, 
, gantry_2, 25, 
, drone_1, 15, 
, gantry_0, 30, 
, drone_2, 13, 
, drone_5, 14, 
, gantry_1, 32, 
, drone_3, 11, 
, drone_0, 15, 
, quadruped_0, 18, 
, Total Turns , 20, 

n_drones: , 6, n_quadrupeds: , 3, n_gantries: , 5, 
, Id, Score, 
, quadruped_0, 19, 
, gantry_3, 33, 
, quadruped_2, 18, 
, drone_3, 12, 
, drone_4, 10, 
, drone_1, 10, 
, gantry_2, 28, 
, gantry_0, 26, 
, gantry_4, 35, 
, drone_5, 9, 
, quadruped_1, 18, 
, drone_2, 11, 
, gantry_1, 13, 
, drone_0, 10, 
, Total Turns , 18, 

n_drones: , 6, n_quadrupeds: , 3, n_gantries: , 6, 
, Id, Score, 
, gantry_5, 30, 
, gantry_2, 24, 
, quadruped_0, 18, 
, gantry_1, 31, 
, drone_3, 12, 
, gantry_0, 16, 
, drone_0, 10, 
, gantry_4, 28, 
, drone_5, 8, 
, drone_1, 9, 
, gantry_3, 12, 
, drone_4, 10, 
, quadruped_1, 18, 
, quadruped_2, 17, 
, drone_2, 9, 
, Total Turns , 20, 

n_drones: , 6, n_quadrupeds: , 4, n_gantries: , 1, 
, Id, Score, 
, drone_5, 17, 
, quadruped_0, 28, 
, drone_1, 18, 
, drone_0, 18, 
, drone_3, 17, 
, quadruped_2, 27, 
, quadruped_3, 25, 
, drone_2, 18, 
, quadruped_1, 24, 
, gantry_0, 44, 
, drone_4, 16, 
, Total Turns , 23, 

n_drones: , 6, n_quadrupeds: , 4, n_gantries: , 2, 
, Id, Score, 
, drone_0, 17, 
, drone_2, 18, 
, drone_5, 17, 
, gantry_1, 33, 
, gantry_0, 24, 
, quadruped_2, 24, 
, quadruped_1, 25, 
, drone_3, 16, 
, drone_1, 16, 
, drone_4, 16, 
, quadruped_3, 23, 
, quadruped_0, 23, 
, Total Turns , 21, 

n_drones: , 6, n_quadrupeds: , 4, n_gantries: , 3, 
, Id, Score, 
, gantry_0, 36, 
, drone_2, 16, 
, drone_4, 16, 
, drone_5, 16, 
, gantry_1, 23, 
, quadruped_3, 19, 
, quadruped_1, 19, 
, drone_0, 15, 
, quadruped_2, 21, 
, drone_1, 12, 
, drone_3, 16, 
, gantry_2, 25, 
, quadruped_0, 18, 
, Total Turns , 20, 

n_drones: , 6, n_quadrupeds: , 4, n_gantries: , 4, 
, Id, Score, 
, gantry_1, 24, 
, gantry_3, 29, 
, gantry_0, 25, 
, drone_1, 15, 
, quadruped_2, 18, 
, quadruped_3, 18, 
, drone_3, 15, 
, drone_4, 10, 
, drone_5, 10, 
, drone_2, 14, 
, drone_0, 12, 
, quadruped_0, 18, 
, gantry_2, 27, 
, quadruped_1, 17, 
, Total Turns , 19, 

n_drones: , 6, n_quadrupeds: , 4, n_gantries: , 5, 
, Id, Score, 
, drone_3, 11, 
, quadruped_1, 18, 
, quadruped_3, 18, 
, quadruped_0, 19, 
, gantry_0, 29, 
, drone_2, 8, 
, gantry_2, 23, 
, drone_5, 10, 
, drone_1, 8, 
, gantry_1, 29, 
, gantry_3, 26, 
, gantry_4, 18, 
, drone_4, 9, 
, quadruped_2, 18, 
, drone_0, 8, 
, Total Turns , 18, 

n_drones: , 6, n_quadrupeds: , 4, n_gantries: , 6, 
, Id, Score, 
, drone_5, 12, 
, drone_4, 10, 
, gantry_4, 27, 
, quadruped_1, 18, 
, quadruped_2, 17, 
, gantry_3, 20, 
, drone_3, 9, 
, quadruped_3, 18, 
, drone_0, 10, 
, gantry_2, 29, 
, drone_2, 9, 
, gantry_1, 16, 
, gantry_0, 6, 
, drone_1, 9, 
, gantry_5, 24, 
, quadruped_0, 18, 
, Total Turns , 20, 

n_drones: , 6, n_quadrupeds: , 5, n_gantries: , 1, 
, Id, Score, 
, quadruped_1, 26, 
, quadruped_2, 26, 
, gantry_0, 34, 
, drone_1, 16, 
, quadruped_3, 26, 
, drone_0, 17, 
, drone_3, 16, 
, quadruped_0, 22, 
, drone_2, 16, 
, quadruped_4, 20, 
, drone_5, 17, 
, drone_4, 16, 
, Total Turns , 21, 

n_drones: , 6, n_quadrupeds: , 5, n_gantries: , 2, 
, Id, Score, 
, drone_3, 16, 
, drone_5, 16, 
, drone_1, 16, 
, gantry_0, 39, 
, quadruped_4, 21, 
, quadruped_3, 21, 
, quadruped_1, 20, 
, quadruped_2, 19, 
, drone_2, 16, 
, drone_0, 16, 
, quadruped_0, 19, 
, gantry_1, 17, 
, drone_4, 16, 
, Total Turns , 19, 

n_drones: , 6, n_quadrupeds: , 5, n_gantries: , 3, 
, Id, Score, 
, drone_4, 13, 
, gantry_1, 35, 
, drone_2, 12, 
, quadruped_4, 20, 
, drone_3, 12, 
, drone_1, 12, 
, drone_5, 12, 
, gantry_2, 29, 
, quadruped_3, 18, 
, gantry_0, 23, 
, quadruped_2, 18, 
, quadruped_0, 18, 
, drone_0, 12, 
, quadruped_1, 18, 
, Total Turns , 18, 

n_drones: , 6, n_quadrupeds: , 5, n_gantries: , 4, 
, Id, Score, 
, quadruped_1, 18, 
, drone_5, 10, 
, drone_2, 9, 
, quadruped_3, 18, 
, quadruped_4, 18, 
, gantry_2, 36, 
, gantry_0, 30, 
, drone_3, 10, 
, gantry_3, 23, 
, quadruped_2, 18, 
, gantry_1, 22, 
, drone_1, 7, 
, drone_0, 7, 
, quadruped_0, 18, 
, drone_4, 8, 
, Total Turns , 20, 

n_drones: , 6, n_quadrupeds: , 5, n_gantries: , 5, 
, Id, Score, 
, gantry_1, 25, 
, drone_0, 9, 
, gantry_4, 19, 
, quadruped_4, 18, 
, quadruped_2, 18, 
, drone_3, 10, 
, drone_5, 9, 
, drone_1, 6, 
, gantry_3, 21, 
, drone_2, 8, 
, drone_4, 6, 
, quadruped_1, 18, 
, quadruped_3, 18, 
, gantry_0, 25, 
, gantry_2, 25, 
, quadruped_0, 17, 
, Total Turns , 10, 

n_drones: , 6, n_quadrupeds: , 5, n_gantries: , 6, 
, Id, Score, 
, quadruped_3, 18, 
, quadruped_4, 18, 
, quadruped_0, 18, 
, gantry_2, 22, 
, drone_4, 6, 
, drone_0, 8, 
, quadruped_2, 17, 
, gantry_1, 26, 
, drone_3, 8, 
, gantry_4, 24, 
, drone_1, 6, 
, gantry_5, 16, 
, gantry_3, 12, 
, drone_5, 7, 
, drone_2, 7, 
, gantry_0, 21, 
, quadruped_1, 18, 
, Total Turns , 10, 

n_drones: , 6, n_quadrupeds: , 6, n_gantries: , 1, 
, Id, Score, 
, quadruped_4, 23, 
, drone_4, 16, 
, quadruped_5, 22, 
, quadruped_0, 22, 
, quadruped_1, 19, 
, quadruped_2, 19, 
, quadruped_3, 20, 
, drone_1, 16, 
, drone_0, 16, 
, drone_2, 16, 
, drone_5, 16, 
, gantry_0, 32, 
, drone_3, 15, 
, Total Turns , 19, 

n_drones: , 6, n_quadrupeds: , 6, n_gantries: , 2, 
, Id, Score, 
, drone_4, 14, 
, gantry_1, 27, 
, quadruped_1, 20, 
, drone_5, 14, 
, drone_0, 13, 
, drone_1, 14, 
, quadruped_2, 18, 
, gantry_0, 34, 
, quadruped_4, 18, 
, drone_3, 15, 
, quadruped_3, 18, 
, quadruped_5, 18, 
, drone_2, 11, 
, quadruped_0, 18, 
, Total Turns , 18, 

n_drones: , 6, n_quadrupeds: , 6, n_gantries: , 3, 
, Id, Score, 
, quadruped_0, 18, 
, drone_4, 12, 
, quadruped_5, 20, 
, quadruped_3, 18, 
, quadruped_4, 18, 
, quadruped_2, 18, 
, drone_5, 12, 
, drone_3, 11, 
, gantry_2, 27, 
, gantry_0, 21, 
, gantry_1, 35, 
, drone_0, 10, 
, quadruped_1, 17, 
, drone_2, 9, 
, drone_1, 6, 
, Total Turns , 18, 

n_drones: , 6, n_quadrupeds: , 6, n_gantries: , 4, 
, Id, Score, 
, quadruped_5, 18, 
, drone_3, 6, 
, drone_5, 7, 
, drone_4, 10, 
, quadruped_2, 18, 
, gantry_2, 26, 
, gantry_0, 25, 
, gantry_1, 29, 
, drone_2, 5, 
, quadruped_3, 18, 
, quadruped_0, 17, 
, quadruped_1, 19, 
, gantry_3, 23, 
, quadruped_4, 17, 
, drone_0, 6, 
, drone_1, 8, 
, Total Turns , 19, 

n_drones: , 6, n_quadrupeds: , 6, n_gantries: , 5, 
, Id, Score, 
, quadruped_2, 18, 
, drone_3, 10, 
, drone_1, 10, 
, quadruped_4, 18, 
, drone_4, 10, 
, drone_5, 10, 
, quadruped_0, 19, 
, gantry_3, 23, 
, drone_2, 8, 
, gantry_1, 17, 
, quadruped_5, 18, 
, quadruped_3, 18, 
, quadruped_1, 18, 
, gantry_0, 14, 
, gantry_4, 23, 
, drone_0, 9, 
, gantry_2, 9, 
, Total Turns , 18, 

n_drones: , 6, n_quadrupeds: , 6, n_gantries: , 6, 
, Id, Score, 
, drone_2, 6, 
, quadruped_3, 15, 
, quadruped_1, 18, 
, quadruped_4, 18, 
, gantry_0, 24, 
, quadruped_2, 17, 
, gantry_4, 15, 
, drone_4, 4, 
, drone_1, 5, 
, quadruped_0, 16, 
, quadruped_5, 17, 
, gantry_1, 24, 
, drone_3, 5, 
, drone_0, 5, 
, gantry_3, 14, 
, gantry_2, 24, 
, drone_5, 4, 
, gantry_5, 21, 
, Total Turns , 10, 

